state,city,address,p1-1,p1-2,p1-3,p1-4,p2-1,p2-2,p2-3,p2-4,p3-1,p3-2,p3-3,p3-4,p3-5,p4-1,p4-2,p4-3,p4-4,p5-1,p5-2,p5-3,p5-4,p6-1,p6-2,p6-3,p6-4,p6-5,p7-1,p7-2,p7-3,p7-4,p8-1,p8-2,p8-3,h1 avg weekly,pop 1 mi,pop 3 mi,pop 5 mi,daytime pop 1 mi,daytime 3 mi,daytime 5 mi,median age 1 mi,med age 3 mi,med age 5 mi,white pop % 1 mi,white pop % 3 mi,white pop % 5 mi,black pop % 1 mi,black pop % 3 mi ,black pop % 5 mi,hispanic pop % 1 mi,hispanic pop % 3 mi,hispanic pop % 5 mi,asian pop % 1 mi,asian pop % 3 mi,asian pop % 5 mi,employee count 1 mi,emp count 3 mi,emp count 5 mi,blue collar % 1 mi,blue collar % 3 mi,blue collar % 5 mi,white collar % 1 mi,white collar % 3 mi,white collar % 5 mi,med hh income 1 mi,med hh income 3 mi,med hh income 5 mi,hh discretionary spend 1 mi,hh discretionary spend 3 mi,hh discretionary spend 5 mi,hh dining spend 1 mi,hh dining spend 3 mi,hh dining spend 5 mi,city renter %,city wfh %,plaza foot traffic,Latitude,Longitude,Geocode_Status,Geocode_Notes,format,visibility
CA,San Diego,7951 Othello Ave,"$26,201.68","$28,059.55","$31,857.77","$32,287.36","$33,277.91","$34,408.37","$25,143.00","$26,387.50","$19,364.98","$20,096.98","$21,737.68","$19,938.79","$25,641.79","$26,524.84","$27,428.93","$25,163.12","$17,605.55","$26,679.35","$15,254.21","$16,342.12","$27,681.82","$26,290.75","$28,390.32","$25,305.04","$28,091.30","$25,816.66","$24,295.54","$26,850.45","$25,137.82","$26,142.30","$29,514.72","$28,199.35","$27,487.75",,10374,120525,349919,32391,137321,313422,43.5,37.6,37.5,46.90%,51.40%,57.50%,13.10%,4.70%,4.50%,29.90%,25.30%,24.40%,13.40%,16.70%,12.20%,36809,156047,304134,12.20%,19.70%,6.90%,87.80%,90.30%,93.10%,76448,98725,99963,10271,12356,12467,4050,4693,4727,45.40%,18.70%,10787107,32.8164002,-117.1521629,OK,,in line,0
CA,San Diego,2707 Boston Ave,"$24,884.94","$18,136.43","$18,031.83","$32,287.36","$18,622.90","$17,421.34","$20,085.16","$20,894.53","$29,788.68","$27,586.18","$20,967.37","$24,145.83","$20,487.88","$16,251.64","$15,765.04","$15,967.99","$24,931.86","$17,206.95","$28,457.46","$27,156.20","$15,520.68","$16,206.41","$19,158.35","$17,323.89","$19,373.51","$18,647.14","$17,951.21","$19,790.54","$18,872.80","$17,041.80","$14,346.61","$14,276.60","$15,330.59",,21631,196142,482310,20152,182674,455790,31.3,35.8,36.5,25.70%,39.30%,36.80%,9.20%,8.50%,8.80%,70.30%,50.20%,47.20%,4.00%,7.50%,11.20%,12321,128899,220992,54.80%,11.70%,8.90%,45.20%,88.30%,91.10%,54672,82282,80292,8062,10832,10642,3338,4225,4166,45.40%,18.70%,2792107,32.6935142,-117.1356761,OK,,mall,0
CA,San Ramon,2475 San Ramon Valley Blvd,"$15,648.58","$16,476.26","$18,242.70","$18,554.68","$15,810.48","$18,075.06","$15,527.22","$15,298.90","$16,203.02","$17,734.38","$17,043.68","$18,247.86","$16,950.19","$17,335.01","$15,014.30","$16,434.38","$18,997.16","$17,716.95","$17,273.85","$18,814.56","$17,341.74","$16,024.61","$18,628.16","$17,292.16","$15,752.39","$15,941.16","$17,347.83","$15,522.13","$18,586.74","$18,498.84","$18,394.96","$18,988.32","$19,939.30",,13912,64679,160896,27140,59832,154032,41.4,43.1,43.2,48.30%,51.90%,45.20%,3.70%,1.80%,2.60%,11.20%,9.40%,8.80%,33.00%,32.40%,38.90%,30841,40390,57200,7.50%,9.20%,8.50%,92.50%,90.80%,91.50%,157434,176386,183397,17310,18792,19328,6141,6557,6706,32.00%,21.30%,13141344,37.7735969,-121.9772815,OK,,in line,0
CA,Santa Ana,3305 South Bristol Street,"$17,519.48","$17,136.92","$19,340.31","$16,966.20","$22,430.08","$18,776.51","$22,921.59","$18,509.48","$22,757.74","$18,482.33","$21,688.55","$18,864.19","$22,187.18","$20,954.04","$22,200.99","$21,469.13","$18,238.29","$19,344.80","$16,956.00","$20,735.04","$19,473.14","$17,756.23","$19,040.43","$18,472.00","$17,504.01","$21,866.20","$17,891.00","$19,299.30","$18,747.42","$23,538.60","$20,672.72","$21,874.38","$20,344.11",,39042,228549,639585,36687,269367,577727,36.4,35.6,36.9,24.00%,24.30%,29.50%,2.50%,1.60%,1.50%,56.70%,66.10%,51.80%,18.20%,12.90%,19.30%,19624,306099,515477,1.50%,20.10%,15.40%,98.50%,79.90%,15.40%,103639,98713,99293,12797,12355,12407,4826,4692,4708,43.60%,18.50%,11517005,33.7032278,-117.8850992,OK,,end cap,0
CA,Santee,9720 Mission Gorge Road,"$20,590.96","$22,817.60","$18,592.89","$19,410.76","$21,592.99","$23,362.45","$18,213.56","$16,634.66","$21,395.68","$20,049.80","$14,990.76","$16,719.21","$15,110.28","$17,306.77","$15,866.13","$16,869.29","$17,615.09","$15,395.72","$17,643.90","$16,796.28","$15,328.63","$16,874.39","$16,549.36","$17,163.32","$17,303.65","$16,734.44","$17,019.86","$16,005.20","$15,588.46","$17,585.82","$19,723.60","$17,533.99","$16,856.83",,12467,108525,278277,11386,103479,267603,40,39,38.8,61.10%,65.70%,62.50%,3.70%,4.30%,4.80%,27.20%,22.30%,25.30%,6.00%,5.40%,5.70%,9007,42048,88942,13.20%,34.70%,23.10%,86.80%,65.30%,76.90%,88346,98347,89734,11403,12322,11532,4402,4682,4441,45.40%,18.70%,25026878,32.8397396,-116.9854721,OK,,in line,0
AZ,Scottsdale,9280 E Via De Ventura,"$13,693.57","$18,419.14","$18,315.05","$22,292.42","$18,569.21","$19,517.45","$22,285.13","$21,861.33","$20,006.22","$21,055.17","$16,301.87","$24,200.85","$18,535.59","$21,164.55","$19,983.41","$18,233.79","$21,054.32","$18,809.30","$16,350.34","$17,209.84","$18,061.85","$15,169.16","$15,329.90","$18,180.28","$16,205.08","$19,125.89","$10,455.42","$14,623.12","$14,426.21","$16,470.43","$17,409.23","$14,848.94","$14,647.17",,2159,50920,139963,10490,57411,145240,53.1,50.2,47.6,92.20%,81.10%,78.80%,0.90%,1.90%,2.00%,3.70%,9.30%,10.10%,3.00%,4.60%,5.40%,11921,65240,165046,1.50%,3.30%,6.00%,98.50%,96.70%,94.00%,120571,101488,104031,13125,11589,11798,4841,4384,4447,34.80%,20.80%,1033959,33.55409,-111.8809798,OK,,in line,1
MI,Shelby Township,12433 23 Mile Rd,"$31,013.32","$33,459.81","$34,170.19","$33,040.77","$35,520.22","$31,168.24","$32,879.60","$35,059.99","$41,050.98","$36,122.19","$40,410.15","$37,688.51","$39,448.77","$36,642.99","$40,296.92","$42,926.78","$41,109.64","$39,103.88","$34,914.41","$38,438.90","$36,354.01","$32,335.58","$34,032.66","$41,150.91","$36,057.20","$35,985.02","$32,682.57","$34,914.19","$33,435.78","$31,276.45","$33,115.32","$29,021.63","$30,428.58",,4676,68848,206292,6937,65097,197815,42.7,45.5,43.9,87.00%,86.20%,84.70%,5.80%,2.40%,4.30%,4.60%,2.90%,3.60%,2.40%,4.80%,3.90%,7884,31251,70641,60.60%,31.80%,22.30%,39.40%,68.20%,77.70%,100168,91272,89272,10584,9896,9739,4011,3802,3754,25.00%,13.40%,692045,42.6703684,-83.0059643,OK,,in line,1
FL,St. Johns,60 Shoppes Blvd,"$18,778.77","$21,261.59","$24,781.11","$22,252.53","$23,390.12","$21,638.10","$20,260.36","$20,952.08","$22,161.77","$23,360.36","$25,210.37","$20,241.69","$21,382.41","$20,126.70","$21,142.86","$22,872.23","$24,035.01","$25,906.31","$24,267.54","$25,682.18","$22,547.07","$22,634.80","$21,542.25","$17,100.93","$19,539.65","$19,287.55","$17,744.32","$20,354.96","$20,939.46","$20,558.91","$24,700.54","$25,438.41","$21,764.87",,7002,37464,83656,6855,36831,82656,39.6,38.5,37.6,76.20%,74.40%,70.70%,5.10%,6.20%,7.80%,8.60%,7.10%,10.00%,6.10%,7.80%,7.50%,1218,5274,8332,10.10%,4.00%,10.20%,89.90%,96.00%,89.80%,129040,136774,125017,13635,14221,13327,4980,5150,4890,17.80%,26.70%,14478596,30.0616346,-81.5318847,OK,,in line,0
TX,The Colony,3750 Plano Pkwy,"$19,905.47","$20,003.81","$18,806.51","$15,863.81","$10,139.83","$20,258.31","$22,708.40","$23,834.53","$23,627.91","$19,582.20","$20,737.12","$19,358.90","$21,606.39","$18,910.58","$22,804.12","$19,859.44","$21,347.02","$22,119.20","$18,425.10","$23,851.51","$21,575.88","$20,143.60","$19,719.94","$17,407.24","$16,790.47","$19,357.28","$20,811.00","$19,077.04","$18,556.12","$21,927.81","$24,719.39","$21,399.44","$22,520.80",,10515,96016,253696,9399,87862,227542,32.8,39.9,39.6,42.70%,52.90%,48.70%,11.20%,10.00%,11.40%,15.90%,16.30%,16.70%,21.40%,16.50%,21.50%,9295,99844,217945,0.50%,6.60%,6.10%,99.50%,93.40%,93.90%,99801,117092,112089,10932,12270,11888,4145,4545,4432,34.50%,23.50%,542701,33.0704761,-96.8722353,OK,,end cap,1
OR,Tigard,12280 SW Scholls Ferry Rd,"$17,230.04","$18,721.87","$21,699.81","$22,450.11","$18,209.43","$23,064.02","$18,893.46","$17,708.11","$24,239.97","$26,629.33","$24,223.25","$25,964.16","$28,223.63","$23,883.99","$26,860.56","$25,179.76","$28,341.29","$29,092.57","$26,511.39","$27,660.49","$26,936.93","$26,919.40","$26,193.84","$27,498.97","$26,549.87","$26,703.36","$28,039.56","$27,647.70","$29,502.72","$26,838.02","$30,174.52","$30,467.18","$29,498.08",,20683,143986,306947,19616,136066,285003,40.6,42.3,41.2,70.40%,69.60%,67.20%,1.50%,2.00%,2.60%,13.00%,15.20%,16.00%,10.70%,8.50%,9.00%,8889,65999,182862,12.10%,12.60%,15.20%,87.90%,87.40%,84.80%,93626,97709,101391,10987,11332,11639,4206,4310,4403,39.20%,24.40%,6893857,45.4433167,-122.8033052,OK,,end cap,0
CA,Tracy,2620 S Tracy Blvd,"$18,550.76","$18,891.77","$20,947.80","$20,217.73","$18,969.09","$19,866.02","$18,643.83","$19,982.52","$21,657.43","$23,204.35","$21,399.79","$20,997.77","$23,218.50","$20,022.81","$21,374.13","$22,884.99","$20,265.66","$22,736.34","$19,559.41","$23,702.83","$19,656.83","$19,231.17","$16,792.32","$17,885.63","$19,192.34","$19,015.81","$17,308.44","$18,551.19","$17,966.30","$20,025.06","$17,019.47","$22,524.94","$19,594.96",,22629,73482,98356,22366,70162,92533,37.8,36.2,36,35.00%,30.30%,29.90%,9.00%,7.20%,6.50%,33.80%,41.10%,41.60%,20.40%,19.30%,20.70%,2190,27665,48519,35.80%,13.90%,13.50%,64.20%,86.10%,86.50%,131225,115382,114025,15176,13829,13711,5529,5134,5099,38.00%,10.60%,12602067,37.7110018,-121.432972,OK,,end cap,1
MI,Troy,708 W Big Beaver Rd,"$25,149.38","$35,827.34","$36,796.69","$35,168.50","$36,182.89","$36,335.84","$37,176.85","$37,341.13","$39,115.27","$40,934.55","$39,724.77","$42,601.79","$45,540.92","$36,605.90","$41,189.74","$37,560.79","$43,135.79","$42,615.29","$32,687.27","$40,016.89","$37,933.99","$36,396.82","$40,020.17","$37,393.79","$43,053.42","$30,822.39","$31,355.84","$36,176.65","$35,122.50","$34,757.09","$36,528.61","$35,457.65","$33,098.65",,4522,85996,254519,22007,116145,229630,43.3,40.9,42.2,62.00%,68.30%,73.10%,3.10%,4.10%,6.10%,4.30%,3.40%,2.80%,25.30%,20.30%,13.70%,25009,131983,207406,4.00%,11.30%,10.80%,96.00%,88.70%,89.20%,105708,103742,106307,11003,10855,11048,4138,4093,4151,27.30%,20.20%,1089924,42.5623342,-83.1633646,OK,,in line,1
AL,Vestavia Hills,700 Montgomery Hwy,"$17,103.96","$20,649.68","$18,976.70","$18,037.91","$17,825.43","$20,154.03","$19,526.56","$25,991.19","$23,920.90","$23,343.96","$22,290.42","$22,908.05","$20,837.88","$23,695.87","$23,328.85","$24,372.43","$24,990.57","$25,937.55","$23,821.37","$25,579.46","$29,170.80","$23,773.74","$24,588.79","$25,216.27","$27,447.42","$26,557.58","$21,302.11","$27,599.21","$26,765.21","$22,289.20","$26,584.09","$28,568.69","$29,539.79",,6844,73088,179965,6351,65331,171769,43.4,38.1,37.7,91.50%,76.30%,67.40%,1.20%,14.80%,22.30%,3.30%,4.30%,5.40%,3.40%,3.40%,3.40%,4108,64640,195193,2.00%,8.60%,6.00%,98.00%,91.40%,94.00%,105536,103579,88083,10566,10424,9272,3974,3931,3581,36.10%,11.10%,10771866,33.4469239,-86.7925398,OK,,mall,0
WI,Waukesha,21481 E Moreland Blvd,"$18,013.63","$19,975.26","$20,084.12","$19,365.25","$22,714.20","$21,340.34","$23,957.43","$23,619.87","$24,269.56","$22,244.61","$23,852.00","$19,081.37","$23,862.50","$22,589.63","$22,730.60","$24,894.10","$26,470.93","$23,422.22","$24,271.46","$28,232.48","$25,946.66","$27,451.18","$25,910.93","$24,731.68","$25,334.47","$29,602.86","$22,855.76","$27,415.65","$29,675.89","$28,878.49","$30,372.49","$27,432.22","$25,307.25",,4243,42838,121902,4762,46135,107843,45.1,43.5,41.8,89.10%,80.80%,81.50%,0.00%,2.40%,2.40%,6.20%,9.00%,8.80%,3.40%,6.20%,5.70%,5412,52427,117158,4.60%,16.80%,21.20%,95.40%,83.20%,78.80%,61102,82078,86416,7358,9106,8451,2997,3553,3660,24.00%,16.80%,8795246,43.030881,-88.1789223,OK,,end cap,1
MI,West Bloomfield,7084 Orchard Lake Rd,"$19,966.43","$31,092.92","$27,397.87","$27,921.27","$27,280.48","$27,477.37","$25,903.01","$28,005.24","$30,793.43","$28,989.53","$30,902.21","$28,711.64","$28,531.48","$25,212.86","$27,387.79","$32,344.32","$31,928.06","$31,071.03","$30,001.31","$30,339.69","$28,712.70","$29,235.78","$26,826.89","$26,208.66","$29,775.82","$25,786.07","$23,666.88","$21,709.53","$24,571.75","$22,489.77","$22,240.62","$19,733.70","$21,127.50",,8679,64613,161873,9045,59569,146095,48.3,46.9,46,59.10%,66.30%,63.20%,29.80%,16.80%,18.60%,2.10%,3.10%,3.00%,6.40%,10.20%,10.00%,10279,42030,131482,1.50%,2.50%,10.50%,98.50%,97.50%,89.50%,94958,113114,115262,10183,11293,11555,3890,4302,4349,27.30%,20.20%,291387,42.5336816,-83.3613691,OK,,in line,1
FL,West Palm Beach,7038 Okeechobee Blvd,"$37,816.05","$41,963.41","$40,349.39","$42,362.22","$43,637.97","$41,003.85","$43,477.28","$45,474.64","$48,398.68","$42,789.95","$45,209.30","$45,358.76","$48,339.17","$45,681.56","$45,922.25","$43,654.70","$43,018.20","$42,166.31","$39,819.37","$43,390.51","$41,074.20","$39,321.80","$40,731.69","$43,728.85","$40,581.14","$42,818.88","$39,885.42","$42,496.48","$38,523.12","$43,066.17","$46,485.33","$45,926.53","$46,877.40",,4619,66677,228014,4296,63884,217949,59.4,45.1,40.2,57.50%,35.20%,34.10%,22.10%,30.40%,29.10%,23.30%,29.80%,29.10%,1.60%,3.70%,3.50%,2690,23270,83867,6.70%,15.20%,10.20%,93.30%,84.80%,89.80%,45267,60624,69752,6397,7900,8742,2723,3222,3493,29.90%,15.40%,508371,26.7076651,-80.1589517,OK,,end cap,1
CO,Westminster,14315 Orchard Pkwy,"$34,627.29","$36,972.03","$36,925.23","$37,593.58","$39,933.10","$41,642.69","$39,219.08","$39,095.96","$42,223.27","$40,691.83","$42,939.53","$42,660.27","$41,913.58","$45,914.02","$43,141.90","$42,709.84","$42,767.22","$41,084.20","$39,988.86","$51,574.96","$44,352.68","$42,713.56","$44,559.97","$46,047.91","$43,410.81","$45,227.01","$38,434.74","$45,355.92","$47,048.60","$46,877.63","$47,407.95","$50,286.14","$45,159.86",,4646,68369,203439,4244,64647,195894,35.9,38.8,38.6,73.60%,72.40%,70.50%,1.10%,1.70%,1.80%,14.70%,18.80%,22.60%,8.90%,6.90%,6.00%,3346,31013,61874,1.20%,8.70%,10.00%,98.80%,91.30%,90.00%,99617,124338,112705,11529,13532,12605,4373,4969,4696,31.40%,15.20%,11911932,39.9560435,-104.9942901,OK,,in line,1
FL,Winter Garden,16045 New Independence Pkwy,"$21,381.60","$27,329.28","$23,367.22","$25,626.11","$25,167.55","$25,021.73","$25,090.94","$29,908.28","$30,108.50","$29,129.20","$27,409.14","$28,115.60","$27,887.02","$27,802.00","$29,299.36","$28,691.48","$29,218.60","$25,040.74","$27,963.44","$24,762.64","$26,229.41","$25,009.93","$25,245.17","$23,208.67","$24,279.82","$23,188.08","$22,611.26","$23,439.46","$21,424.13","$25,526.56","$25,199.85","$24,641.50","$26,461.38",,6898,29570,88525,6604,29015,86510,37.9,36,38.4,54.00%,65.00%,59.80%,2.30%,4.40%,5.80%,38.00%,19.30%,21.40%,9.10%,8.60%,7.90%,2442,4617,16784,5.30%,4.90%,9.80%,94.70%,95.10%,90.20%,132101,123655,121460,13868,13222,13052,5048,4859,4809,43.20%,17.70%,15899345,28.4748516,-81.6277828,OK,,end cap,1
